accessionId,reportedTrait,discoverySampleAncestry,summaryStatistics,pubmedId,initialSampleDescription
GCST90032407,GCA-900066135 sp900066135 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032407,35115689,"5,959 Finnish ancestry individuals"
GCST90032408,GCA-900066495 sp900066495 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032408,35115689,"5,959 Finnish ancestry individuals"
GCST90032409,GCA-900066495 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032409,35115689,"5,959 Finnish ancestry individuals"
GCST90032410,GCA-900066575 sp900066385 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032410,35115689,"5,959 Finnish ancestry individuals"
GCST90032411,GCA-900066755 sp900066755 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032411,35115689,"5,959 Finnish ancestry individuals"
GCST90032412,GCA-900066755 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032412,35115689,"5,959 Finnish ancestry individuals"
GCST90032413,GCA-900199385 sp900320755 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032413,35115689,"5,959 Finnish ancestry individuals"
GCST90032414,Geminocystis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032414,35115689,"5,959 Finnish ancestry individuals"
GCST90032415,Gemmatimonadaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032415,35115689,"5,959 Finnish ancestry individuals"
GCST90032416,Geobacteraceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032416,35115689,"5,959 Finnish ancestry individuals"
GCST90032417,Geobacter C abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032417,35115689,"5,959 Finnish ancestry individuals"
GCST90032418,Gillisia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032418,35115689,"5,959 Finnish ancestry individuals"
GCST90032419,Gluconobacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032419,35115689,"5,959 Finnish ancestry individuals"
GCST90032420,Gordonibacter pamelaeae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032420,35115689,"5,959 Finnish ancestry individuals"
GCST90032421,Gordonibacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032421,35115689,"5,959 Finnish ancestry individuals"
GCST90032422,Gramella abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032422,35115689,"5,959 Finnish ancestry individuals"
GCST90032423,Haemophilus D sp001679485 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032423,35115689,"5,959 Finnish ancestry individuals"
GCST90032424,Halarcobacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032424,35115689,"5,959 Finnish ancestry individuals"
GCST90032425,Halomonadaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032425,35115689,"5,959 Finnish ancestry individuals"
GCST90032426,Haloplasmatales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032426,35115689,"5,959 Finnish ancestry individuals"
GCST90032427,Helicobacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032427,35115689,"5,959 Finnish ancestry individuals"
GCST90032428,Herbidospora abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032428,35115689,"5,959 Finnish ancestry individuals"
GCST90032429,Herbinix abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032429,35115689,"5,959 Finnish ancestry individuals"
GCST90032430,Holdemania massiliensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032430,35115689,"5,959 Finnish ancestry individuals"
GCST90032431,Holdemania sp900120005 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032431,35115689,"5,959 Finnish ancestry individuals"
GCST90032432,Holdemania abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032432,35115689,"5,959 Finnish ancestry individuals"
GCST90032433,Hungatella sp900155545 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032433,35115689,"5,959 Finnish ancestry individuals"
GCST90032434,Hydrogenophaga abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032434,35115689,"5,959 Finnish ancestry individuals"
GCST90032435,Hyphomonas abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032435,35115689,"5,959 Finnish ancestry individuals"
GCST90032436,Intestinimonas massiliensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032436,35115689,"5,959 Finnish ancestry individuals"
GCST90032437,Jiangellaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032437,35115689,"5,959 Finnish ancestry individuals"
GCST90032438,Johnsonella ignava abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032438,35115689,"5,959 Finnish ancestry individuals"
GCST90032439,K10 sp001941205 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032439,35115689,"5,959 Finnish ancestry individuals"
GCST90032440,K10 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032440,35115689,"5,959 Finnish ancestry individuals"
GCST90032441,Kandleria vitulina abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032441,35115689,"5,959 Finnish ancestry individuals"
GCST90032442,Kineothrix abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032442,35115689,"5,959 Finnish ancestry individuals"
GCST90032443,KLE1615 sp900066985 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032443,35115689,"5,959 Finnish ancestry individuals"
GCST90032444,KLE1615 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032444,35115689,"5,959 Finnish ancestry individuals"
GCST90032445,Klebsiella A abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032445,35115689,"5,959 Finnish ancestry individuals"
GCST90032446,Klebsiella pneumoniae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032446,35115689,"5,959 Finnish ancestry individuals"
GCST90032447,Klebsiella abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032447,35115689,"5,959 Finnish ancestry individuals"
GCST90032448,koll11 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032448,35115689,"5,959 Finnish ancestry individuals"
GCST90032449,Lachnoanaerobaculum saburreum abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032449,35115689,"5,959 Finnish ancestry individuals"
GCST90032450,Lachnospiraceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032450,35115689,"5,959 Finnish ancestry individuals"
GCST90032451,Lachnospirales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032451,35115689,"5,959 Finnish ancestry individuals"
GCST90032452,Lachnospira rogosae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032452,35115689,"5,959 Finnish ancestry individuals"
GCST90032453,Lachnospira sp000437735 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032453,35115689,"5,959 Finnish ancestry individuals"
GCST90032454,Lactobacillus B ruminis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032454,35115689,"5,959 Finnish ancestry individuals"
GCST90032455,Lactobacillus B salivarius abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032455,35115689,"5,959 Finnish ancestry individuals"
GCST90032456,Lactobacillus B abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032456,35115689,"5,959 Finnish ancestry individuals"
GCST90032457,Lactococcus lactis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032457,35115689,"5,959 Finnish ancestry individuals"
GCST90032458,Lawsonibacter sp000492175 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032458,35115689,"5,959 Finnish ancestry individuals"
GCST90032459,Lawsonibacter sp002161175 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032459,35115689,"5,959 Finnish ancestry individuals"
GCST90032460,Lawsonibacter sp900066645 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032460,35115689,"5,959 Finnish ancestry individuals"
GCST90032461,Leclercia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032461,35115689,"5,959 Finnish ancestry individuals"
GCST90032462,Lentimicrobiaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032462,35115689,"5,959 Finnish ancestry individuals"
GCST90032463,Leptospirae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032463,35115689,"5,959 Finnish ancestry individuals"
GCST90032464,Leptospirales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032464,35115689,"5,959 Finnish ancestry individuals"
GCST90032465,Leuconostoc mesenteroides abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032465,35115689,"5,959 Finnish ancestry individuals"
GCST90032466,Leuconostoc abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032466,35115689,"5,959 Finnish ancestry individuals"
GCST90032467,Magnetospirillum A abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032467,35115689,"5,959 Finnish ancestry individuals"
GCST90032468,Marinilabiliaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032468,35115689,"5,959 Finnish ancestry individuals"
GCST90032469,Massiliomicrobiota sp002160815 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032469,35115689,"5,959 Finnish ancestry individuals"
GCST90032470,Massiliomicrobiota abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032470,35115689,"5,959 Finnish ancestry individuals"
GCST90032471,Megamonas funiformis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032471,35115689,"5,959 Finnish ancestry individuals"
GCST90032472,Megamonas abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032472,35115689,"5,959 Finnish ancestry individuals"
GCST90032473,Megasphaera elsdenii abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032473,35115689,"5,959 Finnish ancestry individuals"
GCST90032474,Megasphaera sp900066485 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032474,35115689,"5,959 Finnish ancestry individuals"
GCST90032475,Megasphaera abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032475,35115689,"5,959 Finnish ancestry individuals"
GCST90032476,Merdibacter massiliensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032476,35115689,"5,959 Finnish ancestry individuals"
GCST90032477,Methanobacterium B abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032477,35115689,"5,959 Finnish ancestry individuals"
GCST90032478,Methanobrevibacter B abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032478,35115689,"5,959 Finnish ancestry individuals"
GCST90032479,Microvirga abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032479,35115689,"5,959 Finnish ancestry individuals"
GCST90032480,Monoglobaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032480,35115689,"5,959 Finnish ancestry individuals"
GCST90032481,Monoglobus pectinilyticus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032481,35115689,"5,959 Finnish ancestry individuals"
GCST90032482,Monoglobus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032482,35115689,"5,959 Finnish ancestry individuals"
GCST90032483,Morganella abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032483,35115689,"5,959 Finnish ancestry individuals"
GCST90032484,Mycobacteriaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032484,35115689,"5,959 Finnish ancestry individuals"
GCST90032485,Mycoplasmataceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032485,35115689,"5,959 Finnish ancestry individuals"
GCST90032486,Mycoplasmatales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032486,35115689,"5,959 Finnish ancestry individuals"
GCST90032487,Mycoplasmoidaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032487,35115689,"5,959 Finnish ancestry individuals"
GCST90032488,Negativibacillus massiliensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032488,35115689,"5,959 Finnish ancestry individuals"
GCST90032489,Negativibacillus sp000435195 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032489,35115689,"5,959 Finnish ancestry individuals"
GCST90032490,Negativibacillus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032490,35115689,"5,959 Finnish ancestry individuals"
GCST90032491,NK4A144 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032491,35115689,"5,959 Finnish ancestry individuals"
GCST90032492,Odoribacter laneus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032492,35115689,"5,959 Finnish ancestry individuals"
GCST90032493,Olsenella C abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032493,35115689,"5,959 Finnish ancestry individuals"
GCST90032494,Omnitrophota abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032494,35115689,"5,959 Finnish ancestry individuals"
GCST90032495,Paceibacteria abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032495,35115689,"5,959 Finnish ancestry individuals"
GCST90032496,Paenibacillales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032496,35115689,"5,959 Finnish ancestry individuals"
GCST90032497,Paenibacillus J abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032497,35115689,"5,959 Finnish ancestry individuals"
GCST90032498,Pandoraea abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032498,35115689,"5,959 Finnish ancestry individuals"
GCST90032499,Parabacteroides johnsonii abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032499,35115689,"5,959 Finnish ancestry individuals"
GCST90032500,Parabacteroides sp000436495 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032500,35115689,"5,959 Finnish ancestry individuals"
GCST90032501,Parabacteroides abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032501,35115689,"5,959 Finnish ancestry individuals"
GCST90032502,Parachlamydiales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032502,35115689,"5,959 Finnish ancestry individuals"
GCST90032503,Paraglaciecola abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032503,35115689,"5,959 Finnish ancestry individuals"
GCST90032504,Paramuribaculum sp001689565 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032504,35115689,"5,959 Finnish ancestry individuals"
GCST90032505,Pararhizobium abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032505,35115689,"5,959 Finnish ancestry individuals"
GCST90032506,Pauljensenia sp000411415 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032506,35115689,"5,959 Finnish ancestry individuals"
GCST90032507,Peptococcia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032507,35115689,"5,959 Finnish ancestry individuals"
GCST90032508,Phascolarctobacterium sp003150755 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032508,35115689,"5,959 Finnish ancestry individuals"
GCST90032509,Phocea massiliensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032509,35115689,"5,959 Finnish ancestry individuals"
GCST90032510,Phocea abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032510,35115689,"5,959 Finnish ancestry individuals"
GCST90032511,Photobacterium abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032511,35115689,"5,959 Finnish ancestry individuals"
GCST90032512,Planococcaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032512,35115689,"5,959 Finnish ancestry individuals"
GCST90032513,Poseidoniaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032513,35115689,"5,959 Finnish ancestry individuals"
GCST90032514,Prevotella bivia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032514,35115689,"5,959 Finnish ancestry individuals"
GCST90032515,Prevotella buccae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032515,35115689,"5,959 Finnish ancestry individuals"
GCST90032516,Prevotellamassilia sp000437675 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032516,35115689,"5,959 Finnish ancestry individuals"
GCST90032517,Prevotellamassilia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032517,35115689,"5,959 Finnish ancestry individuals"
GCST90032518,Prevotella sp000434975 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032518,35115689,"5,959 Finnish ancestry individuals"
GCST90032519,Prevotella sp000436915 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032519,35115689,"5,959 Finnish ancestry individuals"
GCST90032520,Prevotella sp002437285 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032520,35115689,"5,959 Finnish ancestry individuals"
GCST90032521,Prevotella sp002437565 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032521,35115689,"5,959 Finnish ancestry individuals"
GCST90032522,Prevotella sp002933775 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032522,35115689,"5,959 Finnish ancestry individuals"
GCST90032523,Prevotella sp900317685 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032523,35115689,"5,959 Finnish ancestry individuals"
GCST90032524,Prevotella sp900318625 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032524,35115689,"5,959 Finnish ancestry individuals"
