accessionId,reportedTrait,discoverySampleAncestry,summaryStatistics,pubmedId,initialSampleDescription
GCST90032525,Propionibacterium freudenreichii abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032525,35115689,"5,959 Finnish ancestry individuals"
GCST90032526,Proteus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032526,35115689,"5,959 Finnish ancestry individuals"
GCST90032527,Provencibacterium massiliense abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032527,35115689,"5,959 Finnish ancestry individuals"
GCST90032528,Provencibacterium abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032528,35115689,"5,959 Finnish ancestry individuals"
GCST90032529,Providencia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032529,35115689,"5,959 Finnish ancestry individuals"
GCST90032530,Pseudomonadales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032530,35115689,"5,959 Finnish ancestry individuals"
GCST90032531,Pseudomonas aeruginosa abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032531,35115689,"5,959 Finnish ancestry individuals"
GCST90032532,Psychroserpens abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032532,35115689,"5,959 Finnish ancestry individuals"
GCST90032533,QALR01 sp003150035 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032533,35115689,"5,959 Finnish ancestry individuals"
GCST90032534,Raoultella abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032534,35115689,"5,959 Finnish ancestry individuals"
GCST90032535,RC9 sp900317925 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032535,35115689,"5,959 Finnish ancestry individuals"
GCST90032536,Rhodanobacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032536,35115689,"5,959 Finnish ancestry individuals"
GCST90032537,Rhodococcus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032537,35115689,"5,959 Finnish ancestry individuals"
GCST90032538,Rhodovulum abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032538,35115689,"5,959 Finnish ancestry individuals"
GCST90032539,Romboutsia ilealis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032539,35115689,"5,959 Finnish ancestry individuals"
GCST90032540,Roseibacillus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032540,35115689,"5,959 Finnish ancestry individuals"
GCST90032541,Rubneribacter sp002159915 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032541,35115689,"5,959 Finnish ancestry individuals"
GCST90032542,RUG013 sp001486445 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032542,35115689,"5,959 Finnish ancestry individuals"
GCST90032543,RUG147 sp900315495 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032543,35115689,"5,959 Finnish ancestry individuals"
GCST90032544,RUG147 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032544,35115689,"5,959 Finnish ancestry individuals"
GCST90032545,RUG420 sp900317985 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032545,35115689,"5,959 Finnish ancestry individuals"
GCST90032546,RUG472 sp900319345 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032546,35115689,"5,959 Finnish ancestry individuals"
GCST90032547,RUG472 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032547,35115689,"5,959 Finnish ancestry individuals"
GCST90032548,Ruminococcus A sp000432335 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032548,35115689,"5,959 Finnish ancestry individuals"
GCST90032549,Ruminococcus C sp000437255 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032549,35115689,"5,959 Finnish ancestry individuals"
GCST90032550,Ruminococcus D bicirculans abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032550,35115689,"5,959 Finnish ancestry individuals"
GCST90032551,Ruminococcus D abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032551,35115689,"5,959 Finnish ancestry individuals"
GCST90032552,Ruminococcus E sp003521625 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032552,35115689,"5,959 Finnish ancestry individuals"
GCST90032553,Ruminococcus E sp900100595 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032553,35115689,"5,959 Finnish ancestry individuals"
GCST90032554,Ruminococcus E sp900314705 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032554,35115689,"5,959 Finnish ancestry individuals"
GCST90032555,Ruminococcus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032555,35115689,"5,959 Finnish ancestry individuals"
GCST90032556,Saccharofermentanaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032556,35115689,"5,959 Finnish ancestry individuals"
GCST90032557,Saccharomonospora abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032557,35115689,"5,959 Finnish ancestry individuals"
GCST90032558,SAR324 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032558,35115689,"5,959 Finnish ancestry individuals"
GCST90032559,SM23-33 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032559,35115689,"5,959 Finnish ancestry individuals"
GCST90032560,Sorangium abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032560,35115689,"5,959 Finnish ancestry individuals"
GCST90032561,Spirillospora abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032561,35115689,"5,959 Finnish ancestry individuals"
GCST90032562,Spirochaetia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032562,35115689,"5,959 Finnish ancestry individuals"
GCST90032563,Sporomusales abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032563,35115689,"5,959 Finnish ancestry individuals"
GCST90032564,Staphylococcus A fleurettii abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032564,35115689,"5,959 Finnish ancestry individuals"
GCST90032565,Staphylococcus aureus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032565,35115689,"5,959 Finnish ancestry individuals"
GCST90032566,Stappia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032566,35115689,"5,959 Finnish ancestry individuals"
GCST90032567,Streptacidiphilus abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032567,35115689,"5,959 Finnish ancestry individuals"
GCST90032568,Streptococcus sanguinis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032568,35115689,"5,959 Finnish ancestry individuals"
GCST90032569,Succiniclasticum abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032569,35115689,"5,959 Finnish ancestry individuals"
GCST90032570,Succinivibrionaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032570,35115689,"5,959 Finnish ancestry individuals"
GCST90032571,Succinivibrio abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032571,35115689,"5,959 Finnish ancestry individuals"
GCST90032572,Syntrophomonadia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032572,35115689,"5,959 Finnish ancestry individuals"
GCST90032573,Syntrophorhabdaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032573,35115689,"5,959 Finnish ancestry individuals"
GCST90032574,Syntrophorhabdia abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032574,35115689,"5,959 Finnish ancestry individuals"
GCST90032575,Tannerellaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032575,35115689,"5,959 Finnish ancestry individuals"
GCST90032576,Tepidanaerobacteraceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032576,35115689,"5,959 Finnish ancestry individuals"
GCST90032577,Terrisporobacter othiniensis abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032577,35115689,"5,959 Finnish ancestry individuals"
GCST90032578,Terrisporobacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032578,35115689,"5,959 Finnish ancestry individuals"
GCST90032579,Thermococcaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032579,35115689,"5,959 Finnish ancestry individuals"
GCST90032580,Thermococci abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032580,35115689,"5,959 Finnish ancestry individuals"
GCST90032581,Thermoplasmatota abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032581,35115689,"5,959 Finnish ancestry individuals"
GCST90032582,Thermoprotei abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032582,35115689,"5,959 Finnish ancestry individuals"
GCST90032583,Thioalkalivibrionaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032583,35115689,"5,959 Finnish ancestry individuals"
GCST90032584,TMED109 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032584,35115689,"5,959 Finnish ancestry individuals"
GCST90032585,Treponema D abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032585,35115689,"5,959 Finnish ancestry individuals"
GCST90032586,Treponemataceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032586,35115689,"5,959 Finnish ancestry individuals"
GCST90032587,Turicibacteraceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032587,35115689,"5,959 Finnish ancestry individuals"
GCST90032588,Turicibacter sp001543345 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032588,35115689,"5,959 Finnish ancestry individuals"
GCST90032589,Turicibacter abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032589,35115689,"5,959 Finnish ancestry individuals"
GCST90032590,UBA1033 sp001695555 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032590,35115689,"5,959 Finnish ancestry individuals"
GCST90032591,UBA1066 sp900317515 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032591,35115689,"5,959 Finnish ancestry individuals"
GCST90032592,UBA1066 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032592,35115689,"5,959 Finnish ancestry individuals"
GCST90032593,UBA11471 sp000434215 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032593,35115689,"5,959 Finnish ancestry individuals"
GCST90032594,UBA11471 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032594,35115689,"5,959 Finnish ancestry individuals"
GCST90032595,UBA1191 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032595,35115689,"5,959 Finnish ancestry individuals"
GCST90032596,UBA11963 sp002362595 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032596,35115689,"5,959 Finnish ancestry individuals"
GCST90032597,UBA11963 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032597,35115689,"5,959 Finnish ancestry individuals"
GCST90032598,UBA1206 sp000433115 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032598,35115689,"5,959 Finnish ancestry individuals"
GCST90032599,UBA1375 sp002305795 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032599,35115689,"5,959 Finnish ancestry individuals"
GCST90032600,UBA1407 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032600,35115689,"5,959 Finnish ancestry individuals"
GCST90032601,UBA1409 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032601,35115689,"5,959 Finnish ancestry individuals"
GCST90032602,UBA1417 sp003531055 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032602,35115689,"5,959 Finnish ancestry individuals"
GCST90032603,UBA1446 sp002329245 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032603,35115689,"5,959 Finnish ancestry individuals"
GCST90032604,UBA1448 sp002329405 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032604,35115689,"5,959 Finnish ancestry individuals"
GCST90032605,UBA1448 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032605,35115689,"5,959 Finnish ancestry individuals"
GCST90032606,UBA1611 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032606,35115689,"5,959 Finnish ancestry individuals"
GCST90032607,UBA1777 sp002320035 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032607,35115689,"5,959 Finnish ancestry individuals"
GCST90032608,UBA1777 sp900316255 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032608,35115689,"5,959 Finnish ancestry individuals"
GCST90032609,UBA1777 sp900319275 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032609,35115689,"5,959 Finnish ancestry individuals"
GCST90032610,UBA1777 sp900319835 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032610,35115689,"5,959 Finnish ancestry individuals"
GCST90032611,UBA2658 sp002841545 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032611,35115689,"5,959 Finnish ancestry individuals"
GCST90032612,UBA2821 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032612,35115689,"5,959 Finnish ancestry individuals"
GCST90032613,UBA2922 sp900313925 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032613,35115689,"5,959 Finnish ancestry individuals"
GCST90032614,UBA3282 sp002493835 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032614,35115689,"5,959 Finnish ancestry individuals"
GCST90032615,UBA3792 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032615,35115689,"5,959 Finnish ancestry individuals"
GCST90032616,UBA3855 sp900316885 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032616,35115689,"5,959 Finnish ancestry individuals"
GCST90032617,UBA5394 sp002409725 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032617,35115689,"5,959 Finnish ancestry individuals"
GCST90032618,UBA6382 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032618,35115689,"5,959 Finnish ancestry individuals"
GCST90032619,UBA6398 sp002451695 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032619,35115689,"5,959 Finnish ancestry individuals"
GCST90032620,UBA6398 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032620,35115689,"5,959 Finnish ancestry individuals"
GCST90032621,UBA644 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032621,35115689,"5,959 Finnish ancestry individuals"
GCST90032622,UBA6960 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032622,35115689,"5,959 Finnish ancestry individuals"
GCST90032623,UBA7102 sp002315655 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032623,35115689,"5,959 Finnish ancestry individuals"
GCST90032624,UBA7177 sp002491225 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032624,35115689,"5,959 Finnish ancestry individuals"
GCST90032625,UBA7177 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032625,35115689,"5,959 Finnish ancestry individuals"
GCST90032626,UBA7182 sp002491115 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032626,35115689,"5,959 Finnish ancestry individuals"
GCST90032627,UBA7182 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032627,35115689,"5,959 Finnish ancestry individuals"
GCST90032628,UBA737 sp002451855 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032628,35115689,"5,959 Finnish ancestry individuals"
GCST90032629,UBA737 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032629,35115689,"5,959 Finnish ancestry individuals"
GCST90032630,UBA7703 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032630,35115689,"5,959 Finnish ancestry individuals"
GCST90032631,UBA7748 sp900314535 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032631,35115689,"5,959 Finnish ancestry individuals"
GCST90032632,UBA8517 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032632,35115689,"5,959 Finnish ancestry individuals"
GCST90032633,UBA8621 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032633,35115689,"5,959 Finnish ancestry individuals"
GCST90032634,UBA8904 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032634,35115689,"5,959 Finnish ancestry individuals"
GCST90032635,UBA9475 sp002161235 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032635,35115689,"5,959 Finnish ancestry individuals"
GCST90032636,UBA9475 sp002161675 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032636,35115689,"5,959 Finnish ancestry individuals"
GCST90032637,UBP9 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032637,35115689,"5,959 Finnish ancestry individuals"
GCST90032638,UCG-010 sp003150215 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032638,35115689,"5,959 Finnish ancestry individuals"
GCST90032639,UNC496MF abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032639,35115689,"5,959 Finnish ancestry individuals"
GCST90032640,V9D3004 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032640,35115689,"5,959 Finnish ancestry individuals"
GCST90032641,Veillonellaceae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032641,35115689,"5,959 Finnish ancestry individuals"
GCST90032642,Veillonella rogosae abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032642,35115689,"5,959 Finnish ancestry individuals"
GCST90032643,Veillonella abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032643,35115689,"5,959 Finnish ancestry individuals"
GCST90032644,Victivallis sp002998355 abundance in stool,5959 European,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90032001-GCST90033000/GCST90032644,35115689,"5,959 Finnish ancestry individuals"
